respondent_id,hidden_persona,age_group,gender,city_tier,region,occupation,income_range,accessory_purchase_frequency,preferred_shopping_channel,premium_purchase_driver,sustainability_importance,prior_eco_purchase,plant_based_leather_awareness,familiarity_with_sustainable_materials,preferred_material,openness_to_try,perceived_durability_vs_leather,preferred_first_experience,intended_use_case,preferred_finish,preferred_brand_style,preferred_brand_story,usual_budget_small_accessory,usual_budget_large_accessory,willingness_to_pay_extra,preferred_offer,likelihood_to_recommend,estimated_spending_score,purchase_intent_5level,purchase_intent_binary,interest_handbags,interest_wallets,interest_belts,interest_footwear,interest_tech_accessories,interest_apparel,interest_home_decor,interest_corporate_gifts,trust_premium_design,trust_durability,trust_water_resistance,trust_luxury_branding,trust_certification,trust_made_in_india,trust_farmer_story,trust_reasonable_pricing,concern_durability,concern_quality,concern_low_awareness,concern_high_price,concern_brand_trust,concern_appearance,concern_availability
1820,Value-seeking curious buyers,18-24,Female,Tier 3,North,Salaried,Below 25k,Almost never,Brand website,Quality/Durability,4,Heard of them but never purchased,"Yes, a little",3,No strong preference,3,4,Online store,Unlikely to buy,Minimal modern,Minimal and modern,Cruelty-free innovation,Above 10000,Above 20000,6%-10%,Free shipping,3,84,Definitely would buy,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1
1821,Conscious gifting buyers,25-34,Female,Tier 2,Northeast,Homemaker,50k-100k,Almost never,Boutique/designer store,Sustainability,4,No,Heard the term only,1,Natural handcrafted material,4,3,Social media page,Special occasions,Classic leather-like,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,First-time buyer discount,5,100,Definitely would buy,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0
1822,Value-seeking curious buyers,45-54,Male,Tier 3,Northeast,Freelancer,50k-100k,Once in 2-3 months,E-commerce marketplace,Price/Value,4,"Yes, occasionally",Heard the term only,2,Genuine leather,3,2,Designer boutique,Unlikely to buy,Minimal modern,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Loyalty discount,3,100,Probably would buy,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
1823,Value-seeking curious buyers,18-24,Male,Tier 3,Central,Student,No income,Once in 2-3 months,Brand website,Quality/Durability,3,Heard of them but never purchased,"Yes, know it well",3,Vegan leather,4,3,Social media page,Fashion/styling,Matte natural,Minimal and modern,Supports Northeast farmers,5001-10000,10001-20000,6%-10%,Combo/bundle offer,4,66,Definitely would buy,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
1824,Value-seeking curious buyers,18-24,Female,Tier 3,North,Salaried,No income,Once in 2-3 months,Exhibitions/pop-ups,Sustainability,3,"Yes, occasionally","Yes, know it well",4,Recycled material,2,3,Online store,Office/professional use,Minimal modern,Handcrafted and artisanal,Supports Northeast farmers,5001-10000,10001-20000,Up to 5%,Free shipping,2,78,Probably would not buy,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
1825,Skeptical traditional buyers,35-44,Female,Tier 3,South,Homemaker,50k-100k,Rarely,Exhibitions/pop-ups,Quality/Durability,1,"Yes, occasionally","Yes, a little",2,Fabric/Canvas,2,2,Marketplace,Unlikely to buy,Glossy luxury,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Customization offer,3,90,Definitely would not buy,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1
1826,Eco-conscious premium adopters,25-34,Male,Tier 2,South,Creative Professional,No income,Monthly,Brand website,Design/Aesthetics,4,Heard of them but never purchased,Heard the term only,2,No strong preference,3,3,Marketplace,Special occasions,Matte natural,Sustainable and conscious,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,Limited edition packaging,2,99,Definitely would buy,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1827,Value-seeking curious buyers,45-54,Male,Tier 2,Central,Salaried,50k-100k,Once in 2-3 months,Shopping mall/store,Sustainability,3,Heard of them but never purchased,"Yes, know it well",3,No strong preference,3,2,Premium offline store,Daily personal use,Minimal modern,Sustainable and conscious,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,Loyalty discount,3,100,Definitely would buy,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
1828,Value-seeking curious buyers,45-54,Male,Tier 2,North,Freelancer,50k-100k,Monthly,Shopping mall/store,Sustainability,2,"Yes, occasionally","Yes, a little",3,No strong preference,4,3,Social media page,Daily personal use,Glossy luxury,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,3,100,Definitely would buy,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0
1829,Conscious gifting buyers,45-54,Male,Tier 2,South,Creative Professional,25k-50k,Rarely,Instagram/social commerce,Sustainability,4,No,"Yes, a little",3,Natural handcrafted material,3,3,Premium offline store,Office/professional use,Classic leather-like,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,0%,Limited edition packaging,4,80,Probably would buy,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
1830,Value-seeking curious buyers,18-24,Female,Tier 2,North,Salaried,50k-100k,Monthly,E-commerce marketplace,Brand Image,3,Heard of them but never purchased,"No, never heard of it",1,No strong preference,3,3,Marketplace,Unlikely to buy,Minimal modern,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,Up to 5%,Free shipping,4,100,Probably would buy,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1831,Value-seeking curious buyers,25-34,Male,Tier 1,West,Student,Below 25k,Once in 2-3 months,Instagram/social commerce,Design/Aesthetics,4,"Yes, occasionally",Heard the term only,2,Vegan leather,5,5,Marketplace,Office/professional use,Classic leather-like,Minimal and modern,Agri-waste innovation,Above 10000,Above 20000,6%-10%,Free shipping,5,100,Definitely would buy,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
1832,Conscious gifting buyers,35-44,Non-binary,Tier 2,West,Creative Professional,25k-50k,Very often,Shopping mall/store,Brand Image,3,"Yes, frequently","Yes, a little",3,Natural handcrafted material,5,3,Designer boutique,Special occasions,Glossy luxury,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,Up to 5%,Loyalty discount,5,100,Definitely would buy,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1833,Value-seeking curious buyers,18-24,Male,Metro,West,Freelancer,25k-50k,Once in 2-3 months,E-commerce marketplace,Sustainability,2,No,"Yes, a little",2,No strong preference,2,4,Pop-up exhibition,Daily personal use,Minimal modern,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Combo/bundle offer,3,100,Not sure,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
1834,Eco-conscious premium adopters,35-44,Non-binary,Tier 2,Northeast,Salaried,Above 200k,Monthly,Exhibitions/pop-ups,Price/Value,3,"Yes, occasionally","Yes, know it well",3,Natural handcrafted material,4,3,Online store,Office/professional use,Minimal modern,Sustainable and conscious,Supports Northeast farmers,Above 10000,Above 20000,Above 20%,Limited edition packaging,4,100,Definitely would buy,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1835,Eco-conscious premium adopters,25-34,Female,Metro,South,Salaried,100k-200k,Rarely,Shopping mall/store,Quality/Durability,5,"Yes, occasionally","Yes, a little",4,Natural handcrafted material,3,5,Marketplace,Gifting,Matte natural,Handcrafted and artisanal,Sustainable luxury,Above 10000,Above 20000,6%-10%,Customization offer,3,100,Definitely would buy,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
1836,Eco-conscious premium adopters,18-24,Female,Tier 1,Northeast,Salaried,50k-100k,Once in 2-3 months,Shopping mall/store,Design/Aesthetics,5,No,"Yes, know it well",4,Vegan leather,5,5,Online store,Unlikely to buy,Classic leather-like,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,0%,First-time buyer discount,5,100,Definitely would buy,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
1837,Eco-conscious premium adopters,25-34,Male,Metro,North,Homemaker,100k-200k,Monthly,Instagram/social commerce,Sustainability,5,No,"Yes, know it well",5,Vegan leather,3,4,Designer boutique,Daily personal use,Classic leather-like,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,6%-10%,Combo/bundle offer,3,100,Definitely would buy,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
1838,Value-seeking curious buyers,35-44,Male,Tier 1,South,Salaried,100k-200k,Rarely,Exhibitions/pop-ups,Price/Value,2,"Yes, occasionally","Yes, a little",3,No strong preference,2,3,Designer boutique,Unlikely to buy,Glossy luxury,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,Free shipping,1,100,Not sure,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1839,Skeptical traditional buyers,35-44,Male,Tier 3,Central,Business Owner,No income,Rarely,Shopping mall/store,Quality/Durability,2,No,"No, never heard of it",1,Genuine leather,2,1,Premium offline store,Unlikely to buy,Textured artisan,Minimal and modern,Modern premium Indian roots,Below 1000,Below 2000,0%,First-time buyer discount,2,27,Not sure,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1840,Skeptical traditional buyers,45-54,Male,Tier 3,North,Business Owner,50k-100k,Once in 2-3 months,Boutique/designer store,Quality/Durability,1,No,"No, never heard of it",1,Natural handcrafted material,2,2,Marketplace,Gifting,Classic leather-like,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,First-time buyer discount,2,97,Definitely would not buy,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1841,Eco-conscious premium adopters,25-34,Male,Tier 2,Northeast,Creative Professional,100k-200k,Very often,Shopping mall/store,Exclusivity,5,Heard of them but never purchased,"Yes, a little",2,Vegan leather,5,3,Marketplace,Daily personal use,Glossy luxury,Minimal and modern,Cruelty-free innovation,Above 10000,Above 20000,Above 20%,Customization offer,5,100,Definitely would buy,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
1842,Value-seeking curious buyers,35-44,Male,Tier 3,Central,Homemaker,50k-100k,Almost never,Exhibitions/pop-ups,Quality/Durability,3,Heard of them but never purchased,"Yes, a little",3,Recycled material,4,3,Marketplace,Office/professional use,Matte natural,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Free shipping,2,100,Definitely would buy,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
1843,Eco-conscious premium adopters,18-24,Non-binary,Tier 1,North,Student,100k-200k,Once in 2-3 months,E-commerce marketplace,Design/Aesthetics,4,Heard of them but never purchased,"Yes, a little",3,Vegan leather,3,4,Premium offline store,Gifting,Minimal modern,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Customization offer,3,100,Definitely would buy,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1844,Conscious gifting buyers,25-34,Non-binary,Tier 2,West,Freelancer,Above 200k,Once in 2-3 months,E-commerce marketplace,Brand Image,3,"Yes, frequently","Yes, know it well",5,Recycled material,4,3,Premium offline store,Gifting,Classic leather-like,Youthful and trendy,Agri-waste innovation,Above 10000,Above 20000,11%-20%,Customization offer,4,100,Definitely would buy,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0
1845,Eco-conscious premium adopters,18-24,Female,Metro,West,Salaried,50k-100k,Once in 2-3 months,Shopping mall/store,Sustainability,5,No,"Yes, know it well",5,Natural handcrafted material,4,4,Online store,Fashion/styling,Classic leather-like,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,11%-20%,Customization offer,4,100,Definitely would buy,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1846,Value-seeking curious buyers,35-44,Male,Tier 2,East,Salaried,Below 25k,Monthly,Brand website,Quality/Durability,5,No,Heard the term only,2,Fabric/Canvas,3,3,Marketplace,Fashion/styling,Textured artisan,Luxury and premium,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,Combo/bundle offer,1,100,Definitely would buy,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
1847,Design-first urban buyers,18-24,Male,Tier 1,West,Creative Professional,50k-100k,Monthly,Boutique/designer store,Quality/Durability,3,No,"Yes, a little",5,Natural handcrafted material,4,3,Pop-up exhibition,Daily personal use,Minimal modern,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,Customization offer,4,100,Definitely would buy,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1848,Value-seeking curious buyers,45-54,Female,Tier 3,East,Salaried,50k-100k,Once in 2-3 months,Shopping mall/store,Brand Image,3,Heard of them but never purchased,Heard the term only,2,Genuine leather,2,2,Marketplace,Daily personal use,Matte natural,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Combo/bundle offer,3,100,Probably would buy,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
1849,Design-first urban buyers,35-44,Non-binary,Tier 1,East,Creative Professional,Above 200k,Monthly,Boutique/designer store,Quality/Durability,3,Heard of them but never purchased,"Yes, know it well",5,Vegan leather,5,2,Online store,Fashion/styling,Minimal modern,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,Customization offer,5,100,Definitely would buy,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1850,Skeptical traditional buyers,25-34,Prefer not to say,Rural,North,Business Owner,50k-100k,Once in 2-3 months,Shopping mall/store,Price/Value,2,No,Heard the term only,3,Genuine leather,2,2,Premium offline store,Unlikely to buy,Textured artisan,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Free shipping,1,96,Probably would not buy,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
1851,Design-first urban buyers,25-34,Male,Tier 1,East,Homemaker,100k-200k,Rarely,Shopping mall/store,Design/Aesthetics,3,"Yes, occasionally",Heard the term only,2,Vegan leather,2,3,Pop-up exhibition,Office/professional use,Classic leather-like,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,6%-10%,First-time buyer discount,2,100,Definitely would buy,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1852,Conscious gifting buyers,25-34,Male,Metro,South,Salaried,Below 25k,Once in 2-3 months,Boutique/designer store,Sustainability,4,Heard of them but never purchased,"Yes, a little",3,Genuine leather,4,3,Online store,Unlikely to buy,Matte natural,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,Up to 5%,Free shipping,4,100,Definitely would buy,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1853,Value-seeking curious buyers,25-34,Male,Metro,South,Freelancer,50k-100k,Rarely,Instagram/social commerce,Price/Value,4,No,"Yes, a little",3,Fabric/Canvas,3,4,Marketplace,Office/professional use,Textured artisan,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,Free shipping,2,100,Definitely would buy,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1854,Skeptical traditional buyers,45-54,Female,Rural,North,Homemaker,50k-100k,Rarely,Brand website,Quality/Durability,2,No,Heard the term only,2,Genuine leather,3,4,Designer boutique,Unlikely to buy,Matte natural,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,5,100,Definitely would not buy,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
1855,Skeptical traditional buyers,55+,Female,Rural,North,Homemaker,100k-200k,Very often,Shopping mall/store,Price/Value,2,Heard of them but never purchased,Heard the term only,3,Genuine leather,2,1,Marketplace,Unlikely to buy,Glossy luxury,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,0%,Loyalty discount,1,100,Probably would not buy,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1
1856,Conscious gifting buyers,45-54,Female,Metro,South,Student,Below 25k,Once in 2-3 months,E-commerce marketplace,Design/Aesthetics,3,"Yes, occasionally","Yes, know it well",5,Vegan leather,2,2,Pop-up exhibition,Fashion/styling,Textured artisan,Luxury and premium,Modern premium Indian roots,5001-10000,10001-20000,0%,First-time buyer discount,2,75,Probably would buy,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1857,Design-first urban buyers,25-34,Female,Metro,West,Salaried,50k-100k,Monthly,Instagram/social commerce,Quality/Durability,5,No,"Yes, a little",5,Vegan leather,4,2,Premium offline store,Fashion/styling,Minimal modern,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Combo/bundle offer,5,100,Definitely would buy,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1858,Design-first urban buyers,35-44,Female,Metro,North,Business Owner,100k-200k,Monthly,Shopping mall/store,Price/Value,4,Heard of them but never purchased,"Yes, know it well",5,Vegan leather,4,3,Designer boutique,Fashion/styling,Textured artisan,Handcrafted and artisanal,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,Limited edition packaging,5,100,Definitely would buy,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1859,Design-first urban buyers,18-24,Male,Tier 1,East,Salaried,Above 200k,Very often,Shopping mall/store,Design/Aesthetics,4,No,Heard the term only,2,Recycled material,4,2,Online store,Special occasions,Classic leather-like,Luxury and premium,Sustainable luxury,Above 10000,Above 20000,0%,Free shipping,5,100,Definitely would buy,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
1860,Design-first urban buyers,25-34,Male,Tier 1,West,Salaried,25k-50k,Rarely,Boutique/designer store,Exclusivity,3,Heard of them but never purchased,"Yes, know it well",5,Genuine leather,4,3,Premium offline store,Fashion/styling,Glossy luxury,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,Free shipping,5,100,Definitely would buy,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1861,Value-seeking curious buyers,45-54,Male,Tier 1,West,Salaried,25k-50k,Once in 2-3 months,Shopping mall/store,Quality/Durability,4,Heard of them but never purchased,"Yes, a little",3,No strong preference,4,3,Designer boutique,Gifting,Minimal modern,Handcrafted and artisanal,Supports Northeast farmers,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,3,100,Definitely would buy,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
1862,Conscious gifting buyers,25-34,Female,Metro,South,Freelancer,Above 200k,Once in 2-3 months,Exhibitions/pop-ups,Price/Value,4,Heard of them but never purchased,"Yes, a little",4,No strong preference,5,2,Social media page,Daily personal use,Classic leather-like,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Combo/bundle offer,5,100,Definitely would buy,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
1863,Conscious gifting buyers,45-54,Female,Metro,Northeast,Salaried,50k-100k,Rarely,Exhibitions/pop-ups,Exclusivity,4,"Yes, frequently",Heard the term only,2,Vegan leather,5,4,Pop-up exhibition,Fashion/styling,Minimal modern,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,0%,Loyalty discount,5,100,Definitely would buy,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1864,Value-seeking curious buyers,18-24,Male,Tier 1,East,Creative Professional,50k-100k,Almost never,E-commerce marketplace,Price/Value,4,Heard of them but never purchased,"Yes, a little",4,Natural handcrafted material,2,4,Online store,Fashion/styling,Classic leather-like,Luxury and premium,Agri-waste innovation,Above 10000,Above 20000,6%-10%,First-time buyer discount,1,100,Not sure,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1865,Value-seeking curious buyers,45-54,Female,Tier 3,North,Freelancer,Above 200k,Almost never,Brand website,Price/Value,3,"Yes, occasionally","Yes, a little",2,No strong preference,4,3,Social media page,Unlikely to buy,Matte natural,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,0%,Customization offer,4,100,Definitely would buy,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0
1866,Conscious gifting buyers,45-54,Male,Tier 2,South,Student,100k-200k,Once in 2-3 months,Boutique/designer store,Quality/Durability,4,"Yes, occasionally",Heard the term only,3,Fabric/Canvas,3,2,Pop-up exhibition,Gifting,Matte natural,Minimal and modern,Cruelty-free innovation,Above 10000,Above 20000,Above 20%,Customization offer,3,100,Definitely would buy,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1
